files,YLabelTest,YPred,Yscore_1,Yscore_2
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl_179.mat,false,false,0.9960591,0.003940947
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl_196.mat,false,false,0.9703578,0.02964221
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-2_135.mat,true,true,0.00857751,0.9914225
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M50mMKCl-3_277.mat,true,true,0.1147414,0.8852586
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl_197.mat,false,false,0.9970226,0.002977449
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-2_239.mat,false,false,0.993485,0.006515011
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-2_48.mat,false,true,0.3736802,0.6263198
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_423.mat,false,false,0.9965749,0.003425203
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-2_370.mat,false,false,0.9956661,0.00433381
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M100mMKCl-2_476.mat,true,true,0.01696366,0.9830363
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M200mMKCl-3_78.mat,true,true,0.04371173,0.9562883
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M300mMKCl-2_327.mat,true,true,0.04062966,0.9593704
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M750mMKCl-4_339.mat,true,true,0.03162276,0.9683772
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_519.mat,false,true,0.01998585,0.9800142
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-3_442.mat,false,true,0.05051287,0.9494871
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M1000mMKCl-2_83.mat,true,true,0.01235831,0.9876417
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M750mMKCl-4_347.mat,true,true,0.07063996,0.92936
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-5_63.mat,false,false,0.6475388,0.3524611
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-2_200.mat,false,false,0.9962805,0.003719474
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-2_320.mat,false,false,0.9950644,0.004935542
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-2_139.mat,true,false,0.8375286,0.1624714
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-2_9.mat,false,false,0.9971823,0.002817756
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_469.mat,false,false,0.9967656,0.00323437
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-3_153.mat,false,false,0.9958029,0.004197093
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_116.mat,false,false,0.6516896,0.3483104
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-2_362.mat,false,false,0.9950039,0.004996093
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-2_379.mat,false,false,0.9932532,0.006746778
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_222.mat,false,false,0.9945145,0.005485532
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M400mMKCl-2_408.mat,true,false,0.5514399,0.4485601
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_469.mat,false,true,0.008576524,0.9914235
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_167.mat,false,false,0.9874673,0.01253272
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_434.mat,false,false,0.7370466,0.2629534
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_333.mat,false,false,0.9916415,0.008358466
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_446.mat,false,false,0.9968184,0.003181584
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_275.mat,false,true,0.01407271,0.9859273
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl_346.mat,false,true,0.005555072,0.9944449
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M200mMKCl-2_350.mat,true,true,0.3327807,0.6672193
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-2_257.mat,false,false,0.9948902,0.005109784
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_50.mat,false,true,0.008829868,0.9911702
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_128.mat,false,true,0.08127705,0.9187229
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_284.mat,false,false,0.9957581,0.004241887
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_2.mat,false,false,0.9963254,0.003674562
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_275.mat,false,false,0.9912725,0.008727508
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl_126.mat,true,true,0.03370233,0.9662977
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl_279.mat,false,false,0.9955862,0.004413859
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_172.mat,false,false,0.9960867,0.003913269
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_96.mat,false,true,0.0507938,0.9492062
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_65.mat,false,false,0.5711191,0.428881
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_124.mat,false,true,0.01399452,0.9860054
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_361.mat,false,false,0.9919933,0.008006698
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-2_191.mat,false,false,0.9942668,0.005733181
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-2_267.mat,false,false,0.9966819,0.003318063
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M750mMKCl-4_18.mat,true,true,0.02193517,0.9780648
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_433.mat,false,false,0.9947039,0.005296029
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-2_116.mat,true,true,0.02323439,0.9767656
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-2_440.mat,false,false,0.5850171,0.4149829
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_385.mat,false,false,0.9959467,0.004053314
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-2_214.mat,false,true,0.3630353,0.6369647
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_130.mat,false,false,0.9952872,0.004712774
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_415.mat,false,false,0.996505,0.003494982
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-4_28.mat,false,false,0.9968628,0.003137258
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_392.mat,false,false,0.9909211,0.009078897
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-2_264.mat,false,false,0.9959458,0.004054288
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M1000mMKCl_145.mat,true,true,0.006218852,0.9937811
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_303.mat,false,false,0.9962745,0.003725586
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_38.mat,false,true,0.01410764,0.9858924
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_205.mat,false,false,0.9905118,0.009488132
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_208.mat,false,false,0.9211894,0.07881053
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_164.mat,false,false,0.8536052,0.1463948
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl_456.mat,false,false,0.996105,0.00389513
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_367.mat,false,true,0.1343084,0.8656916
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-5_104.mat,false,true,0.02404444,0.9759555
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl_413.mat,false,false,0.9969392,0.003060823
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_62.mat,false,false,0.9975573,0.002442741
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_144.mat,false,true,0.006913695,0.9930863
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M1000mMKCl-2_143.mat,true,true,0.1149783,0.8850217
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_310.mat,false,true,0.4313845,0.5686156
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-2_425.mat,false,false,0.9969184,0.003081619
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-2_131.mat,false,false,0.9962515,0.003748487
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl_388.mat,false,false,0.9962317,0.003768227
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_377.mat,false,false,0.9770998,0.02290019
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-4_286.mat,true,true,0.01167247,0.9883276
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_466.mat,false,true,0.06553791,0.9344621
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M300mMKCl-2_278.mat,true,true,0.01157069,0.9884293
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_321.mat,false,true,0.01454825,0.9854518
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_441.mat,false,false,0.9975387,0.002461378
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M50mMKCl-3_378.mat,true,true,0.4702358,0.5297642
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M200mMKCl-3_62.mat,true,true,0.1888245,0.8111755
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_56.mat,false,true,0.006286645,0.9937133
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_277.mat,false,false,0.9949858,0.005014184
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-3_114.mat,false,false,0.9955853,0.004414602
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl_399.mat,false,true,0.008486475,0.9915136
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-3_278.mat,false,false,0.9274002,0.07259984
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl_349.mat,false,false,0.9620599,0.03794012
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M750mMKCl-2_372.mat,true,true,0.01048536,0.9895146
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-4_250.mat,false,false,0.995776,0.004224068
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M100mMKCl-2_107.mat,true,true,0.02152244,0.9784775
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-2_286.mat,true,true,0.008029494,0.9919704
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-3_292.mat,false,false,0.9966984,0.003301531
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl_376.mat,false,false,0.9585393,0.04146068
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl_66.mat,false,false,0.8019419,0.1980581
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-5_43.mat,false,false,0.995872,0.004128058
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-2_23.mat,false,false,0.9955637,0.004436245
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_335.mat,false,false,0.997866,0.002134041
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M100mMKCl-2_181.mat,true,true,0.009691602,0.9903083
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M400mMKCl-2_218.mat,true,true,0.01913757,0.9808624
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_145.mat,false,false,0.8614075,0.1385926
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M1000mMKCl_104.mat,true,true,0.02863778,0.9713622
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_369.mat,false,true,0.0431397,0.9568604
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_303.mat,false,false,0.9961913,0.003808664
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M100mMKCl-2_472.mat,true,true,0.01329719,0.9867028
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_135.mat,false,false,0.9980452,0.001954757
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-2_265.mat,false,true,0.04263502,0.957365
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M400mMKCl-2_12.mat,true,true,0.04298016,0.9570198
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl-2_131.mat,true,true,0.007822155,0.9921779
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl_262.mat,false,true,0.08460658,0.9153935
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl_92.mat,true,true,0.006931456,0.9930686
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-2_179.mat,false,false,0.9963353,0.003664722
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_377.mat,false,true,0.07358053,0.9264195
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_193.mat,false,false,0.995945,0.004055012
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl-2_358.mat,true,true,0.0116771,0.9883229
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_401.mat,false,false,0.9974315,0.002568585
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl_332.mat,false,false,0.9952775,0.004722491
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_123.mat,false,true,0.119791,0.880209
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_399.mat,false,true,0.01110056,0.9888995
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl_349.mat,false,false,0.9698108,0.03018929
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_390.mat,false,false,0.8679692,0.1320308
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M1000mMKCl_394.mat,true,true,0.04810153,0.9518985
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl-2_386.mat,true,true,0.3697067,0.6302933
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_539.mat,false,true,0.00888055,0.9911194
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-2_313.mat,false,false,0.9800547,0.01994524
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_292.mat,false,true,0.1470193,0.8529807
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-2_327.mat,false,false,0.9943956,0.005604416
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_368.mat,false,false,0.9970075,0.00299242
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-2_425.mat,false,false,0.9966021,0.003397899
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_352.mat,false,true,0.01038166,0.9896184
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M1000mMKCl_70.mat,true,true,0.3392044,0.6607956
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-4_112.mat,false,false,0.9961216,0.003878389
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-2_13.mat,false,false,0.9934524,0.00654761
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl_30.mat,false,true,0.2051338,0.7948662
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-2_111.mat,false,false,0.9963647,0.003635433
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_332.mat,false,false,0.9955862,0.004413833
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl_355.mat,false,false,0.9981654,0.00183457
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl_450.mat,false,false,0.994736,0.005263917
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-3_62.mat,false,true,0.007641617,0.9923584
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-3_38.mat,false,false,0.9932778,0.006722091
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M200mMKCl-2_2.mat,true,true,0.008822052,0.991178
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M50mMKCl-3_44.mat,true,false,0.7193473,0.2806528
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_219.mat,false,false,0.9980384,0.001961625
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M200mMKCl-2_305.mat,true,true,0.02275102,0.9772489
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-4_75.mat,false,false,0.910201,0.08979905
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-2_319.mat,false,false,0.9963953,0.003604735
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_147.mat,false,true,0.3011796,0.6988204
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_405.mat,false,false,0.9971315,0.002868559
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_270.mat,false,true,0.09859481,0.9014052
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_306.mat,false,false,0.9954532,0.004546699
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-3_365.mat,false,false,0.9973448,0.002655233
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_12.mat,false,true,0.005553729,0.9944463
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-2_113.mat,false,true,0.2260554,0.7739446
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl_300.mat,false,false,0.9980322,0.001967858
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_273.mat,false,false,0.9940906,0.005909377
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl_396.mat,true,true,0.009949599,0.9900504
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_115.mat,false,false,0.9816395,0.01836057
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_348.mat,false,false,0.9957094,0.004290542
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-2_499.mat,false,false,0.9903939,0.009606067
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_188.mat,false,true,0.04446501,0.9555349
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_250.mat,false,false,0.9970226,0.002977361
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-2_21.mat,false,false,0.9950055,0.004994506
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_103.mat,false,true,0.008502366,0.9914976
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M200mMKCl-2_256.mat,true,true,0.01070049,0.9892995
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_49.mat,false,false,0.7774603,0.2225397
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl_325.mat,true,true,0.05982507,0.9401749
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_138.mat,false,false,0.994848,0.005152041
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_389.mat,false,false,0.9959649,0.004035075
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl-2_66.mat,true,true,0.4411925,0.5588075
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-2_292.mat,false,false,0.9868615,0.01313852
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_65.mat,false,true,0.01772461,0.9822754
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_94.mat,false,false,0.9956236,0.004376403
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_111.mat,false,false,0.9955944,0.00440552
